Name,Sale Price,Category,Availability,URL,Author,ISBN10,Pages,Publisher,Language,Dimensions,Weight,Rating
"The Underground Railroad: A Novel Paperback – January 30, 2016",$13.99,Books > Literature & Fiction > United States,In Stock.,http://www.amazon.com/gp/product/0345804325,Colson Whitehead,0345804325,336 pages,"Anchor; Reprint edition (January 30, 2016)",English,5.2 x 0.7 x 8 inches,8.5 ounces,4.1 out of 5 stars
"What Are We Doing Here?: Essays Hardcover – February 20, 2018",$17.70,Books > Politics & Social Sciences > Politics & Government,In Stock.,http://www.amazon.com/gp/product/0374282218,Marilynne Robinson,0374282218,,"Farrar, Straus and Giroux; 1st Edition edition (February 20, 2018)",English,5.8 x 1.2 x 8.6 inches,15.7 ounces,4.3 out of 5 stars
"Homegoing Paperback – May 2, 2017",$9.98,Books > Literature & Fiction > United States,In Stock.,http://www.amazon.com/gp/product/1101971061,Yaa Gyasi,1101971061,320 pages,"Vintage; Reprint edition (May 2, 2017)",English,5.1 x 0.6 x 8 inches,8 ounces,4.5 out of 5 stars
"White Houses: A Novel Hardcover – February 13, 2018",$17.70,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/081299566X,Amy Bloom,081299566X,,"Random House (February 13, 2018)",English,6.4 x 0.8 x 9.6 inches,1 pounds,3.7 out of 5 stars
"Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades of Grey Series) Paperback – June 18, 2015",$9.59,Books > Literature & Fiction > Women's Fiction,In Stock.,http://www.amazon.com/gp/product/1101946342,E L James,1101946342,576 pages,"Vintage (June 18, 2015)",English,5.2 x 0.9 x 8 inches,2 pounds,4.3 out of 5 stars
"An Absolutely Remarkable Thing: A Novel Hardcover – September 25, 2018",$17.16,Books > Literature & Fiction > Genre Fiction,"This title will be released on September 25, 2018.",http://www.amazon.com/gp/product/1524743445,Hank Green,1524743445,,"Dutton (September 25, 2018)",English,6 x 0.9 x 9 inches,1.3 pounds,
"The Keeper of Lost Things: A Novel Paperback – November 28, 2017",$10.84,Books > Science Fiction & Fantasy > Fantasy,In Stock.,http://www.amazon.com/gp/product/0062473557,Ruth Hogan,0062473557,288 pages,"William Morrow Paperbacks; Reprint edition (November 28, 2017)",English,5.3 x 0.6 x 8 inches,7.7 ounces,4.4 out of 5 stars
"Sword of Destiny (The Witcher) Paperback – December 1, 2015",$13.59,Books > Literature & Fiction > Action & Adventure,In Stock.,http://www.amazon.com/gp/product/0316389706,Andrzej SapkowskiDavid French,0316389706,400 pages,"Orbit (December 1, 2015)",English,5.5 x 1.1 x 8.2 inches,0.8 ounces,4.8 out of 5 stars
"Saga Volume 9 Paperback – October 2, 2018",$11.22,Books > Teen & Young Adult > Science Fiction & Fantasy,"This title will be released on October 2, 2018.",http://www.amazon.com/gp/product/1534308377,Brian K Vaughan,1534308377,152 pages,"Image Comics (October 2, 2018)",English,,1.1 pounds,
"The Thief: A Novel of the Black Dagger Brotherhood Hardcover – April 10, 2018",$19.04,Books > Science Fiction & Fantasy > Fantasy,"This title will be released on April 10, 2018.",http://www.amazon.com/gp/product/0451475216,J.R. Ward,0451475216,,"Ballantine Books (April 10, 2018)",English,6 x 1.2 x 9 inches,1.6 pounds,
"Out of the Abyss (D&D Accessory) Hardcover – September 15, 2015",$33.61,Books > Science Fiction & Fantasy > Gaming,In Stock.,http://www.amazon.com/gp/product/0786965819,Wizards RPG Team,0786965819,,"Wizards of the Coast (September 15, 2015)",English,8.6 x 0.7 x 11.2 inches,1.8 pounds,4.4 out of 5 stars
"D&D DUNGEON TILES REINCARNATED: WILDERNESS Game – January 23, 2018",$18.04,Books > Science Fiction & Fantasy > Gaming,In Stock.,http://www.amazon.com/gp/product/0786966319,Wizards RPG Team,0786966319,,"Wizards of the Coast; Brdgm edition (January 23, 2018)",English,9.1 x 2.2 x 12 inches,4.5 pounds,4.1 out of 5 stars
"Paper Girls Volume 1 Paperback – April 5, 2016",$9.99,Books > Comics & Graphic Novels > Graphic Novels,In Stock.,http://www.amazon.com/gp/product/1632156741,Brian K VaughanCliff Chiang,1632156741,144 pages,"Image Comics (April 5, 2016)",English,6.6 x 0.4 x 10.1 inches,11.2 ounces,4.3 out of 5 stars
"The Wheel of Time, Boxed Set II, Books 4-6: The Shadow Rising, The Fires of Heaven, Lord of Chaos Mass Market Paperback – Box set, October 27, 2005",$16.32,Books > Science Fiction & Fantasy > Fantasy,In Stock.,http://www.amazon.com/gp/product/0812540115,Robert Jordan,0812540115,,"Tor Books; 1 edition (November 15, 1997)",English,4.2 x 4.9 x 6.9 inches,3.1 pounds,4.7 out of 5 stars
"Twice Bitten: An Argeneau Novel Mass Market Paperback – March 27, 2018",$7.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense","This title will be released on March 27, 2018.",http://www.amazon.com/gp/product/0062468979,Lynsay Sands,0062468979,384 pages,"Avon (March 27, 2018)",English,4.2 x 1 x 6.6 inches,6.4 ounces,
"Twenty-one Days: A Daniel Pitt Novel Hardcover – April 10, 2018",$18.30,Books > Literature & Fiction > Genre Fiction,"This title will be released on April 10, 2018.",http://www.amazon.com/gp/product/0399179887,Anne Perry,0399179887,,"Ballantine Books (April 10, 2018)",English,6.1 x 0.8 x 9.2 inches,1.2 pounds,4.3 out of 5 stars
"The Lost Symbol Paperback – May 1, 2012",$12.99,Books > Literature & Fiction > Action & Adventure,In Stock.,http://www.amazon.com/gp/product/0307950689,Dan Brown,0307950689,624 pages,"Anchor; Reprint edition (May 1, 2012)",English,5.1 x 1.1 x 8 inches,1 pounds,4.0 out of 5 stars
"Atonement: A Novel Paperback – February 25, 2003",$9.25,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/038572179X,Ian McEwan,038572179X,351 pages,"Anchor Books; 1st edition (February 25, 2003)",English,5.2 x 0.8 x 7.9 inches,9.6 ounces,3.9 out of 5 stars
"30 Days of Justis (Michael Gresham Legal Thrillers) Paperback – February 4, 2018",$9.04,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/1977061451,John Ellsworth,1977061451,360 pages,"Independently published (February 4, 2018)",English,6 x 0.9 x 9 inches,1.4 pounds,4.7 out of 5 stars
"Lie to Me: A Fast-Paced Psychological Thriller Paperback – September 5, 2017",$10.75,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/0778330958,J.T. Ellison,0778330958,416 pages,"MIRA (September 5, 2017)",English,6 x 1.1 x 9 inches,1 pounds,4.2 out of 5 stars
The Picture of Dorian Gray (Dover Thrift Editions) Reprint Edition,,Books > Gay & Lesbian > Literature & Fiction,In Stock.,http://www.amazon.com/gp/product/0486278077,Oscar Wilde,0486278077,176 pages,"Dover Publications; Reprint edition (October 13, 1993)",English,5.2 x 0.5 x 8.2 inches,4.8 ounces,4.3 out of 5 stars
"Die Trying (Jack Reacher) Mass Market Paperback – November 28, 2006",$8.06,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/0515142247,Lee Child,0515142247,567 pages,"Jove (November 28, 2006)",English,4.2 x 1.2 x 7.6 inches,10.7 ounces,4.4 out of 5 stars
"The Black Echo (A Harry Bosch Novel) Paperback – April 25, 2017",$10.87,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/1538744406,Michael Connelly,1538744406,432 pages,"Grand Central Publishing; Reprint edition (April 25, 2017)",English,5.2 x 1.2 x 8.2 inches,11.2 ounces,4.5 out of 5 stars
"Open Season (A Joe Pickett Novel) Paperback – May 31, 2016",$8.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/0399576606,C. J. Box,0399576606,352 pages,"G.P. Putnam's Sons; Premium edition (May 31, 2016)",English,4.2 x 0.9 x 7.5 inches,0.3 ounces,4.4 out of 5 stars
"The Lost World: A Novel (Jurassic Park) Mass Market Paperback – October 30, 2012",$7.99,Books > Literature & Fiction > Action & Adventure,In Stock.,http://www.amazon.com/gp/product/0345538994,Michael Crichton,0345538994,432 pages,"Ballantine Books; Reprint edition (October 30, 2012)",English,4.2 x 1.1 x 7.5 inches,9.6 ounces,4.5 out of 5 stars
"Natchez Burning: A Novel (Penn Cage) Paperback – August 4, 2015",$11.69,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/0062311085,Greg Iles,0062311085,816 pages,"William Morrow Paperbacks; Reprint edition (August 4, 2015)",English,5.3 x 1.3 x 8 inches,12.6 ounces,4.4 out of 5 stars
"Murder on the Orient Express: A Hercule Poirot Mystery (Hercule Poirot Mysteries) Mass Market Paperback – October 31, 2017",$7.16,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/0062693662,Agatha Christie,0062693662,304 pages,"William Morrow; Reprint edition (October 31, 2017)",English,4.2 x 0.7 x 7.5 inches,6.4 ounces,4.4 out of 5 stars
"The Woman in the Water: A Prequel to the Charles Lenox Series (Charles Lenox Mysteries) Hardcover – February 20, 2018",$19.99,"Books > Mystery, Thriller & Suspense > Mystery",In Stock.,http://www.amazon.com/gp/product/1250139465,Charles Finch,1250139465,,"Minotaur Books (February 20, 2018)",English,6.3 x 1.2 x 9.4 inches,1 pounds,4.7 out of 5 stars
"The Woman in the Window: The Most Exciting Debut Thriller of the Year Paperback – January 1, 2018",$10.87,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/0008234167,A. J. Finn,0008234167,,"William Morrow; 1st Edition edition (January 1, 2018)",English,6 x 1.3 x 9.2 inches,1.3 pounds,4.0 out of 5 stars
"A Long Way from Home: A novel Hardcover – Deckle Edge, February 27, 2018",$17.67,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/0525520171,Peter Carey,0525520171,,"Knopf (February 27, 2018)",English,6.6 x 1.1 x 9.6 inches,1.4 pounds,4.4 out of 5 stars
"Uncommon Type: Some Stories Hardcover – Deckle Edge, October 17, 2017",$15.06,Books > Literature & Fiction > Short Stories & Anthologies,In Stock.,http://www.amazon.com/gp/product/1101946156,Tom Hanks,1101946156,,"Knopf; 1st Edition edition (October 17, 2017)",English,5.4 x 1.1 x 8.1 inches,1.2 pounds,3.9 out of 5 stars
"The Wonderful World of Dr. Seuss 20 Reading Books Collection Gift Box Set Hardcover – Box set, January 1, 2000",$59.99,Books > Literature & Fiction > Poetry,,http://www.amazon.com/gp/product/0007922736,Dr. Seuss,0007922736,,"HarperCollins Publishers Ltd (January 1, 2000)",English,6.6 x 4.6 x 7.6 inches,5 pounds,3.9 out of 5 stars
"The Stone Sky (The Broken Earth) Paperback – August 15, 2017",$13.15,Books > Literature & Fiction > Action & Adventure,In Stock.,http://www.amazon.com/gp/product/0316229245,N. K. Jemisin,0316229245,464 pages,"Orbit (August 15, 2017)",English,5.5 x 1.2 x 8.2 inches,15.2 ounces,4.6 out of 5 stars
"Noir: A Novel Hardcover – April 17, 2018",$18.29,Books > Humor & Entertainment > Humor,"This title will be released on April 17, 2018.",http://www.amazon.com/gp/product/0062433970,Christopher Moore,0062433970,,"William Morrow (April 17, 2018)",English,6 x 1.1 x 9 inches,1.4 pounds,4.0 out of 5 stars
"Outlander Mass Market Paperback – June 2, 1992",$8.98,"Books > Crafts, Hobbies & Home > Crafts & Hobbies",In Stock.,http://www.amazon.com/gp/product/0440212561,Diana Gabaldon,0440212561,850 pages,"Dell; Reissue edition (June 2, 1992)",English,4.2 x 1.5 x 6.9 inches,11.2 ounces,4.6 out of 5 stars
"The Greatest Salesman in the World Mass Market Paperback – January 1, 1983",$7.99,Books > Christian Books & Bibles > Christian Living,In Stock.,http://www.amazon.com/gp/product/055327757X,Og Mandino,055327757X,128 pages,"Bantam; 54th printing edition (February 1, 1983)",English,4.1 x 0.4 x 6.9 inches,0.3 ounces,4.7 out of 5 stars
"The Five People You Meet in Heaven Paperback – Deckle Edge, March 1, 2006",$8.88,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/1401308589,Mitch Albom,1401308589,196 pages,"Hachette Books; Reprint edition (April 7, 2003)",English,5.1 x 0.5 x 7.1 inches,11.2 ounces,4.6 out of 5 stars
"Injustice: Gods Among Us: Year Two The Complete Collection Paperback – January 17, 2017",$19.99,Books > Comics & Graphic Novels > Graphic Novels,In Stock.,http://www.amazon.com/gp/product/140126560X,Tom Taylor,140126560X,312 pages,"DC Comics (January 17, 2017)",English,6.6 x 0.5 x 10.2 inches,1.2 pounds,4.8 out of 5 stars
"Batman: Hush Paperback – August 18, 2009",$19.18,Books > Comics & Graphic Novels > Graphic Novels,In Stock.,http://www.amazon.com/gp/product/1401223176,Jeph LoebJim Lee,1401223176,320 pages,"DC Comics (August 18, 2009)",English,6.6 x 0.4 x 10.2 inches,1.2 pounds,4.7 out of 5 stars
"Bloodline (Star Wars) Paperback – January 31, 2017",$8.99,Books > Science Fiction & Fantasy > Science Fiction,In Stock.,http://www.amazon.com/gp/product/1101885262,Claudia Gray,1101885262,432 pages,"Del Rey (January 31, 2017)",English,4.2 x 1 x 7.5 inches,7.8 ounces,4.4 out of 5 stars
"A Game of Thrones: The Illustrated Edition: A Song of Ice and Fire: Book One Hardcover – Illustrated, October 18, 2016",$22.66,Books > Literature & Fiction > Action & Adventure,In Stock.,http://www.amazon.com/gp/product/0553808044,George R. R. Martin,0553808044,,"Bantam; Anniversary, Illustrated edition (October 18, 2016)",English,6.5 x 2.7 x 9.4 inches,3 pounds,4.6 out of 5 stars
"The Magician's Land: A Novel (Magicians Trilogy) Paperback – June 9, 2015",$10.45,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/0147516145,Lev Grossman,0147516145,416 pages,"Penguin Books; Reprint edition (June 9, 2015)",English,5.5 x 0.9 x 8.4 inches,12 ounces,4.5 out of 5 stars
"Ashes of Victory (Honor Harrington) Leather Bound – September 4, 2018",$30.23,Books > Science Fiction & Fantasy > Science Fiction,"This title will be released on September 4, 2018.",http://www.amazon.com/gp/product/1481483455,David Weber,1481483455,,"Baen (September 4, 2018)",English,,1.7 pounds,4.2 out of 5 stars
"Batman: The Golden Age Omnibus Vol. 6 Hardcover – November 20, 2018",$86.60,Books > Comics & Graphic Novels > Graphic Novels,"This title will be released on November 20, 2018.",http://www.amazon.com/gp/product/1401284388,Various,1401284388,,"DC Comics (November 20, 2018)",English,,1.2 pounds,
"Watchers Mass Market Paperback – January 28, 2003",$8.99,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/0425188809,Dean Koontz,0425188809,624 pages,"Berkley (January 28, 2003)",English,4.2 x 1.3 x 7.6 inches,11.2 ounces,4.8 out of 5 stars
"Life Debt: Aftermath (Star Wars) (Star Wars: The Aftermath Trilogy) Paperback – March 28, 2017",$8.99,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/1101966955,Chuck Wendig,1101966955,512 pages,"Del Rey (March 28, 2017)",English,4.2 x 1 x 7.5 inches,7 ounces,3.8 out of 5 stars
"CyberStorm Paperback – March 23, 2013",$11.69,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/0991677196,Matthew Mather,0991677196,362 pages,"PhutureNews Publishing; 1 edition (March 23, 2013)",English,6 x 0.8 x 9 inches,1.4 pounds,4.3 out of 5 stars
"The Once and Future King Mass Market Paperback – July 15, 1987",$8.99,Books > Science Fiction & Fantasy > Fantasy,In Stock.,http://www.amazon.com/gp/product/0441627404,T. H. White,0441627404,639 pages,Ace Books; Reprint edition (June 1987),English,4.2 x 1.4 x 6.8 inches,6.4 ounces,4.2 out of 5 stars
"Enigma (An FBI Thriller) Paperback – February 27, 2018",$11.00,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/1501189832,Catherine Coulter,1501189832,496 pages,"Gallery Books; Reprint edition (February 27, 2018)",English,5.3 x 1.2 x 8.2 inches,13.1 ounces,4.6 out of 5 stars
"The Family Lawyer Paperback – September 5, 2017",$11.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/1538711338,James Patterson,1538711338,496 pages,"Grand Central Publishing; First Edition edition (September 5, 2017)",English,5.5 x 1.4 x 8.1 inches,13.8 ounces,4.0 out of 5 stars
"The Girls: A Novel Paperback – May 9, 2017",$12.69,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/0812988027,Emma Cline,0812988027,368 pages,"Random House Trade Paperbacks; Reprint edition (May 9, 2017)",English,5.2 x 0.8 x 8 inches,9.6 ounces,3.4 out of 5 stars
"What She Knew: A Novel Paperback – December 1, 2015",$10.97,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/0062413864,Gilly Macmillan,0062413864,512 pages,"William Morrow Paperbacks (December 1, 2015)",English,5.3 x 0.8 x 8 inches,12.8 ounces,4.2 out of 5 stars
"The Cartel Paperback – February 28, 2017",$8.98,Books > Literature & Fiction > United States,In Stock.,http://www.amazon.com/gp/product/1622865022,Ashley & JaQuavis,1622865022,288 pages,"Urban Books (February 28, 2017)",English,5.5 x 0.8 x 8.2 inches,9.6 ounces,4.7 out of 5 stars
"The Cartel 5: La Bella Mafia Mass Market Paperback – December 27, 2016",$7.25,Books > Literature & Fiction > United States,In Stock.,http://www.amazon.com/gp/product/162286736X,Ashley & JaQuavis,162286736X,304 pages,"Urban Books (December 27, 2016)",English,4.2 x 1 x 6.8 inches,6.4 ounces,4.6 out of 5 stars
"The Fast and the Furriest (Second Chance Cat Mystery) Mass Market Paperback – February 6, 2018",$6.15,"Books > Mystery, Thriller & Suspense > Mystery",In Stock.,http://www.amazon.com/gp/product/1101991224,Sofie Ryan,1101991224,304 pages,"Berkley (February 6, 2018)",English,4.2 x 0.8 x 6.8 inches,5.3 ounces,4.8 out of 5 stars
"The Power of One: A Novel Paperback – September 29, 1996",$11.74,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/034541005X,Bryce Courtenay,034541005X,544 pages,"Ballantine Books; Media Tie In edition (September 29, 1996)",English,5.5 x 1.1 x 8.2 inches,14.4 ounces,4.7 out of 5 stars
