Name,Sale Price,Category,Author,Pages,Publisher,Language,Dimensions,Rating
"The Rescue Mass Market Paperback – August 1, 2001",$8.99 ,Books > Literature & Fiction > Contemporary,Nicholas Sparks,432 pages,"Grand Central Publishing; Reissue edition (August 1, 2001)",English,4.1 x 1.2 x 6.8 inches,4.5 out of 5 stars
"Tailspin Hardcover – August 7, 2018",$24.30 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Sandra Brown,300 pages,"Grand Central Publishing (August 7, 2018)",English,,
"The Morcai Battalion: The Pursuit Mass Market Paperback – March 27, 2018",$7.99 ,Books > Romance > Science Fiction,Diana Palmer,384 pages,"HQN (March 27, 2018)",English,4.1 x 1 x 6.6 inches,
"Beautiful Bastard (The Beautiful Series) Paperback – February 12, 2013",$10.69 ,Books > Literature & Fiction > Women's Fiction,Christina Lauren,320 pages,"Gallery Books (February 12, 2013)",English,5.3 x 0.9 x 8.2 inches,4.4 out of 5 stars
"Bright Side Paperback – July 6, 2014",$14.99 ,Books > Romance > New Adult & College,Kim Holden,428 pages,"Do Epic LLC (July 6, 2014)",English,6 x 1 x 9 inches,4.8 out of 5 stars
"Mansfield Park (Penguin Classics) Paperback – April 29, 2003",$9.00 ,Books > Literature & Fiction > History & Criticism,Jane Austen,480 pages,"Penguin Classics; Reissue edition (April 29, 2003)",English,5.1 x 1 x 7.8 inches,4.2 out of 5 stars
"Untamed Hardcover – August 1, 2017",$23.17 ,Books > Literature & Fiction > United States,Nora Roberts,224 pages,"Severn House Publishers; First World Publication edition (August 1, 2017)",English,5.5 x 0.8 x 9 inches,4.1 out of 5 stars
"Called to Protect (Blue Justice) Paperback – July 31, 2018",$15.99 ,Books > Christian Books & Bibles > Literature & Fiction,Lynette Eason,304 pages,"Revell (July 31, 2018)",English,5.5 x 8.5 inches,
"Stacking Doll Paperback – March 1, 2018",$9.99 ,Books > Humor & Entertainment > Humor,Carlton Mellick III,138 pages,"Eraserhead Press (March 1, 2018)",English,5 x 0.3 x 7 inches,5.0 out of 5 stars
"Saved (Honor Bound) Paperback – December 19, 2017",$13.12 ,Books > Literature & Fiction > Erotica,Angel Payne,281 pages,"Waterhouse Press (December 19, 2017)",English,5.5 x 0.8 x 8 inches,4.3 out of 5 stars
"Black Rose (In The Garden Trilogy) Mass Market Paperback – May 31, 2005",$7.19 ,Books > Literature & Fiction > Women's Fiction,Nora Roberts,384 pages,"Berkley; First edition (May 31, 2005)",English,4.1 x 1 x 6.8 inches,4.6 out of 5 stars
"Wilde in Love: The Wildes of Lindow Castle Mass Market Paperback – October 31, 2017",$5.42 ,Books > Literature & Fiction > Genre Fiction,Eloisa James,416 pages,"Avon (October 31, 2017)",English,4.2 x 1 x 6.6 inches,4.2 out of 5 stars
"Memoirs of a Dragon Hunter Mass Market Paperback – August 28, 2018",$7.99 ,Books > Romance > Paranormal,Katie MacAlister,368 pages,"Forever (August 28, 2018)",English,,
"Accidental Tryst: A Romantic Comedy Paperback – February 17, 2018",$12.99 ,Books > Romance > Romantic Comedy,Natasha Boyd,358 pages,"CreateSpace Independent Publishing Platform (February 17, 2018)",English,5.2 x 0.8 x 8 inches,4.7 out of 5 stars
"Misadventures of a Good Wife (Misadventures Series) Hardcover – October 3, 2017",$9.99 ,Books > Literature & Fiction > United States,Meredith WildHelen Hardt,200 pages,"Waterhouse Press (October 3, 2017)",English,6 x 1 x 8.2 inches,4.3 out of 5 stars
"Pride and Prejudice (A Penguin Classics Hardcover) Hardcover – October 27, 2009",$18.49 ,Books > Literature & Fiction > Classics,Jane Austen,480 pages,"Penguin Classics; Reprint edition (October 27, 2009)",English,5.4 x 1.6 x 8.1 inches,4.5 out of 5 stars
"Frost Burned (Mercy Thompson) Mass Market Paperback – January 28, 2014",$7.99 ,Books > Literature & Fiction > Action & Adventure,Patricia Briggs,308 pages,"Ace; Reprint edition (January 28, 2014)",English,4.2 x 0.8 x 6.8 inches,4.7 out of 5 stars
"The Complete Novels of Jane Austen (Knickerbocker Classics) Hardcover – January 15, 2013",$25.78 ,Books > Literature & Fiction > World Literature,Jane Austen,1232 pages,"Race Point Publishing; First edition (January 15, 2013)",English,6.8 x 2.8 x 10 inches,4.2 out of 5 stars
"Starting Now: A Blossom Street Novel Mass Market Paperback – April 1, 2014",$4.75 ,Books > Literature & Fiction > Genre Fiction,Debbie Macomber,464 pages,"Ballantine Books; 1st Ballantine Mass Market edition (April 1, 2014)",English,4.2 x 1 x 6.9 inches,4.7 out of 5 stars
"The House on Tradd Street Paperback – November 4, 2008",$12.75 ,Books > Literature & Fiction > Genre Fiction,Karen White,352 pages,"Berkley (November 4, 2008)",English,5.5 x 0.8 x 8.2 inches,4.4 out of 5 stars
"Miles to Go (The Walk Series) Paperback – June 4, 2013",$8.98 ,Books > Christian Books & Bibles > Literature & Fiction,Richard Paul Evans,336 pages,"Simon & Schuster; Reprint edition (June 4, 2013)",English,5 x 0.9 x 8 inches,4.8 out of 5 stars
"Irish Thoroughbred (Irish Hearts) Hardcover – Special Edition, March 6, 2018",$18.00 ,Books > Literature & Fiction > Genre Fiction,Nora Roberts,208 pages,"St. Martin's Press; Special, Collectors edition (March 6, 2018)",English,6.2 x 0.8 x 8.5 inches,4.3 out of 5 stars
"Insidious (An FBI Thriller) Mass Market Paperback – February 21, 2017",$8.49 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Catherine Coulter,480 pages,"Pocket Books; Reprint edition (February 21, 2017)",English,4.1 x 1 x 7.5 inches,4.5 out of 5 stars
"Takedown Twenty (Stephanie Plum) Mass Market Paperback – June 17, 2014",$7.19 ,Books > Literature & Fiction > United States,Janet Evanovich,352 pages,"Bantam; Reissue edition (June 17, 2014)",English,4.1 x 0.9 x 6.8 inches,4.3 out of 5 stars
"An Unfinished Life: John F. Kennedy, 1917 - 1963 Paperback – May 4, 2004",$13.03 ,Books > Biographies & Memoirs > Leaders & Notable People,Robert Dallek,848 pages,"Back Bay Books; Reprint edition (May 4, 2004)",English,5.5 x 1.5 x 8.2 inches,4.2 out of 5 stars
"Dragonsworn: A Dark-Hunter Novel (Dark-Hunter Novels) Hardcover – Deckle Edge, August 1, 2017",$16.23 ,Books > Science Fiction & Fantasy > Fantasy,Sherrilyn Kenyon,352 pages,"St. Martin's Press; 1st edition (August 1, 2017)",English,6.6 x 1.2 x 9.6 inches,4.6 out of 5 stars
"A Conspiracy in Belgravia (The Lady Sherlock Series) Paperback – September 5, 2017",$9.36 ,"Books > Mystery, Thriller & Suspense > Mystery",Sherry Thomas,336 pages,"Berkley (September 5, 2017)",English,5.4 x 0.9 x 8.2 inches,4.5 out of 5 stars
"A Tangled Inheritance Paperback – February 1, 2018",$15.99 ,Books > Romance > Historical,Chalon Linton,232 pages,"Covenant Communications (February 1, 2017)",English,6 x 0.8 x 9 inches,4.5 out of 5 stars
"Where the River Ends Paperback – June 23, 2009",$12.49 ,Books > Christian Books & Bibles > Literature & Fiction,Charles Martin,384 pages,"Broadway Books; First Edition first Printing edition (June 23, 2009)",English,5.2 x 0.8 x 8 inches,4.6 out of 5 stars
"The Girl On Legare Street (Tradd Street) Paperback – November 3, 2009",$13.60 ,Books > Literature & Fiction > Genre Fiction,Karen White,335 pages,"Berkley; Original edition (November 3, 2009)",English,5.4 x 0.7 x 8.2 inches,4.6 out of 5 stars
"Within Reach: A Novel Paperback – February 20, 2018",$13.25 ,Books > Literature & Fiction > Genre Fiction,Barbara Delinsky,528 pages,"William Morrow Paperbacks; Reissue edition (February 20, 2018)",English,5.3 x 1.2 x 8 inches,4.0 out of 5 stars
"If Not for You: A Novel Mass Market Paperback – August 22, 2017",$7.80 ,Books > Literature & Fiction > Genre Fiction,Debbie Macomber,448 pages,"Ballantine Books; Reprint edition (August 22, 2017)",English,4.3 x 1.2 x 6.9 inches,4.5 out of 5 stars
"Blind Spot (Chesapeake Valor) Paperback – October 3, 2017",$8.60 ,Books > Christian Books & Bibles > Literature & Fiction,Dani Pettrey,336 pages,"Bethany House Publishers (October 3, 2017)",English,5.5 x 0.8 x 8.3 inches,4.7 out of 5 stars
"Smoke and Mirrors: Short Fictions and Illusions Mass Market Paperback – August 30, 2005",$3.63 ,Books > Literature & Fiction > Short Stories & Anthologies,Neil Gaiman,384 pages,"Avon (August 30, 2005)",English,4.2 x 1 x 6.8 inches,4.4 out of 5 stars
"Deadly Intent (I-Team) (Volume 8) Paperback – February 19, 2018",$11.99 ,Books > Romance > Romantic Suspense,Pamela Clare,316 pages,"Pamela Clare (February 19, 2018)",English,5 x 0.8 x 8 inches,
"Every Dark Corner (The Cincinnati Series) Mass Market Paperback – February 7, 2017",$6.35 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Karen Rose,640 pages,"Berkley; Reissue edition (February 7, 2017)",English,4.2 x 1.2 x 6.8 inches,4.3 out of 5 stars
"Buttons and Shame (Volume 4) Paperback – July 18, 2017",$12.99 ,Books > Romance > Romantic Suspense,Penelope Sky,364 pages,"CreateSpace Independent Publishing Platform (July 18, 2017)",English,5.2 x 0.8 x 8 inches,4.9 out of 5 stars
"That Month in Tuscany Paperback – October 15, 2016",$15.29 ,Books > Romance > Contemporary,Inglath Cooper,380 pages,"Fence Free Entertainment, LLC (October 15, 2016)",English,5.5 x 1 x 8.5 inches,4.4 out of 5 stars
"Hidden Heart: This Magic Moment\Storm Warning Mass Market Paperback – September 26, 2017",$5.98 ,Books > Romance > Contemporary,Nora Roberts,400 pages,"Silhouette (September 26, 2017)",English,4.1 x 1 x 6.6 inches,4.7 out of 5 stars
"The Cottages on Silver Beach (Haven Point) Mass Market Paperback – June 19, 2018",$7.99 ,Books > Literature & Fiction > Genre Fiction,RaeAnne Thayne,384 pages,"HQN (June 19, 2018)",English,4.2 x 0.8 x 6.6 inches,
"One True Loves: A Novel Paperback – June 7, 2016",$12.91 ,Books > Literature & Fiction > Women's Fiction,Taylor Jenkins Reid,352 pages,"Washington Square Press (June 7, 2016)",English,5.3 x 0.9 x 8.2 inches,4.6 out of 5 stars
"Summer Sisters: A Novel Paperback – May 27, 2003",$12.64 ,Books > Literature & Fiction > Genre Fiction,Judy Blume,399 pages,"Bantam; 4/27/03 edition (May 27, 2003)",English,5.2 x 0.9 x 8.2 inches,4.1 out of 5 stars
"After I Do: A Novel Paperback – July 1, 2014",$12.18 ,Books > Literature & Fiction > Genre Fiction,Taylor Jenkins Reid,352 pages,"Washington Square Press (July 1, 2014)",English,5.3 x 1 x 8.2 inches,4.5 out of 5 stars
"Tatiana and Alexander (The Bronze Horseman) Paperback – June 29, 2010",$9.27 ,Books > Literature & Fiction > Genre Fiction,Paullina Simons,559 pages,"Avon; 1 edition (June 29, 2010)",English,5.3 x 1.3 x 8 inches,4.5 out of 5 stars
"Me Before You and After You Boxed Set Paperback – October 25, 2016",$24.55 ,Books > Literature & Fiction > Women's Fiction,Jojo Moyes,800 pages,"Penguin Books; Reprint edition (October 25, 2016)",English,5.6 x 1.9 x 8.6 inches,4.4 out of 5 stars
"From Lukov with Love Paperback – February 1, 2018",$18.99 ,Books > Romance > Contemporary,Mariana Zapata,522 pages,"Mariana Zapata; 1 edition (February 1, 2018)",English,5 x 1.3 x 8 inches,4.7 out of 5 stars
"The Japanese Lover: A Novel Paperback – July 5, 2016",$11.16 ,Books > Literature & Fiction > Genre Fiction,Isabel Allende,336 pages,"Atria Books; Reprint edition (July 5, 2016)",English,5.3 x 0.9 x 8.2 inches,4.2 out of 5 stars
"A Shade Of Vampire Paperback – December 17, 2012",$10.79 ,Books > Teen & Young Adult > Science Fiction & Fantasy,Bella Forrest,296 pages,"CreateSpace Independent Publishing Platform (December 17, 2012)",English,6 x 0.7 x 9 inches,4.3 out of 5 stars
"Boss Alpha (Volume 5) Paperback – February 20, 2018",$12.99 ,Books > Romance > Romantic Suspense,Victoria Quinn,306 pages,"CreateSpace Independent Publishing Platform (February 20, 2018)",English,5 x 0.8 x 8 inches,4.9 out of 5 stars
"Too Wilde to Wed (Wildes of Lindow Castle) Mass Market Paperback – May 29, 2018",$7.99 ,Books > Romance > Historical,Eloisa James,384 pages,"Avon (May 29, 2018)",English,4.2 x 6.6 inches,
"Memories (Lang Leav) Hardcover – October 6, 2015",$11.52 ,Books > Literature & Fiction > Poetry,Lang Leav,256 pages,"Andrews McMeel Publishing (October 6, 2015)",English,5.3 x 1 x 8.3 inches,4.5 out of 5 stars
"Elizabeth's Wolf (A Novel of the Breeds) Paperback – January 2, 2018",$10.33 ,Books > Science Fiction & Fantasy > Science Fiction,Lora Leigh,352 pages,"Berkley (January 2, 2018)",English,5.5 x 0.9 x 8.2 inches,4.2 out of 5 stars
"Shot on Gold (A Play-by-Play Novel) Paperback – February 13, 2018",$11.00 ,Books > Literature & Fiction > Women's Fiction,Jaci Burton,352 pages,"Berkley (February 13, 2018)",English,5.5 x 0.9 x 8.2 inches,4.0 out of 5 stars
"The Shadows (Black Dagger Brotherhood) Mass Market Paperback – October 6, 2015",$7.19 ,Books > Literature & Fiction > United States,J.R. Ward,640 pages,"Berkley (October 6, 2015)",English,4.2 x 1.4 x 6.8 inches,4.7 out of 5 stars
"Little Beach Street Bakery: A Novel Paperback – March 31, 2015",$8.48 ,Books > Literature & Fiction > Women's Fiction,Jenny Colgan,448 pages,"William Morrow Paperbacks (March 31, 2015)",English,5.3 x 1 x 8 inches,4.4 out of 5 stars
"Silence (Volume 1) Paperback – October 17, 2012",$8.79 ,Books > Romance > Contemporary,Natasha Preston,306 pages,"CreateSpace Independent Publishing Platform (October 17, 2012)",English,5.2 x 0.8 x 8 inches,4.2 out of 5 stars
"Boss Romance (Volume 6) Paperback – March 6, 2018",$12.99 ,Books > Romance > Romantic Suspense,Victoria Quinn,310 pages,"CreateSpace Independent Publishing Platform (March 6, 2018)",English,5 x 0.8 x 8 inches,5.0 out of 5 stars
"The Red Queen (The Cousin's War) Paperback – July 9, 2013",$10.80 ,Books > Literature & Fiction > Genre Fiction,Philippa Gregory,432 pages,"Touchstone; Media Tie-In edition (July 9, 2013)",English,5.2 x 1 x 8 inches,4.3 out of 5 stars
"My Everything: A Beaumont Series Novella Paperback – July 1, 2013",$5.38 ,Books > Romance > Contemporary,Heidi McLaughlin,88 pages,"Heidi McLaughlin (July 1, 2013)",English,6 x 0.2 x 9 inches,4.3 out of 5 stars
"The Ship of Brides: A Novel Paperback – October 28, 2014",$10.36 ,Books > Literature & Fiction > Genre Fiction,Jojo Moyes,464 pages,"Penguin Books (October 28, 2014)",English,5.5 x 1 x 8.4 inches,4.0 out of 5 stars
"The Lost Wife Paperback – September 6, 2011",$11.06 ,Books > Literature & Fiction > Genre Fiction,Alyson Richman,368 pages,"Berkley; Original edition (September 6, 2011)",English,5.3 x 0.9 x 8 inches,4.6 out of 5 stars
"The Summer Garden: A Love Story (The Bronze Horseman) Paperback – June 21, 2011",$9.85 ,Books > Literature & Fiction > Genre Fiction,Paullina Simons,752 pages,"William Morrow Paperbacks; Reprint edition (June 21, 2011)",English,5.3 x 1.2 x 8 inches,4.4 out of 5 stars
"Love Me Like This: The Morrisons (Volume 3) Paperback – January 24, 2018",$14.99 ,Books > Romance > Contemporary,Bella Andre,314 pages,"Oak Press (January 24, 2018)",English,5 x 0.8 x 8 inches,4.7 out of 5 stars
"Night Broken (A Mercy Thompson Novel) Mass Market Paperback – January 27, 2015",$7.99 ,Books > Literature & Fiction > Action & Adventure,Patricia Briggs,304 pages,"Ace; Reprint edition (January 27, 2015)",English,4.2 x 0.8 x 6.8 inches,4.8 out of 5 stars
"Dead Heat (Alpha and Omega) Mass Market Paperback – February 2, 2016",$7.49 ,Books > Science Fiction & Fantasy > Fantasy,Patricia Briggs,336 pages,"Ace; Reissue edition (February 2, 2016)",English,4.1 x 0.8 x 6.8 inches,4.7 out of 5 stars
"Seven Brides for Seven Texas Rangers Romance Collection: 7 Rangers Find Love and Justice on the Texas Frontier Paperback – February 9, 2018",$14.99 ,Books > Christian Books & Bibles > Literature & Fiction,Amanda BarrattSusan Page DavisVickie McDonoughGabrielle MeyerLorna SeilstadErica VetschKathleen Y'Barbo,448 pages,"Barbour Books (March 1, 2018)",English,6 x 1.2 x 9 inches,4.7 out of 5 stars
"Prisoner (Volume 1) Paperback – November 3, 2014",$14.53 ,Books > Romance > Contemporary,Skye WarrenAnnika Martin,410 pages,"CreateSpace Independent Publishing Platform (November 3, 2014)",English,5 x 1 x 8 inches,4.4 out of 5 stars
"Catching Genesis Paperback – February 15, 2018",$9.25 ,Books > Romance > Paranormal,Nicole Riddley,438 pages,"BLVNP Incorporated (February 15, 2018)",English,5.5 x 1.1 x 8.5 inches,4.7 out of 5 stars
"The Edge of Always Paperback – January 14, 2014",$11.97 ,Books > Literature & Fiction > Genre Fiction,J. A. Redmerski,464 pages,"Forever; 1 edition (January 14, 2014)",English,5.2 x 1.2 x 8 inches,4.2 out of 5 stars
"An Engagement in Seattle: Groom Wanted\Bride Wanted Mass Market Paperback – December 26, 2017",$5.98 ,Books > Literature & Fiction > United States,Debbie Macomber,464 pages,"MIRA (December 26, 2017)",English,4.1 x 1.2 x 6.6 inches,4.2 out of 5 stars
"The Bronze Horseman Paperback – September 8, 2009",$9.89 ,Books > Literature & Fiction > Genre Fiction,Paullina Simons,810 pages,"William Morrow Paperbacks; 37132nd edition (September 8, 2009)",English,5.3 x 1.3 x 8 inches,4.4 out of 5 stars
"The Rogue Queen (The Hundredth Queen Series) Paperback – February 13, 2018",$8.49 ,Books > Teen & Young Adult > Science Fiction & Fantasy,Emily R. King,302 pages,"Skyscape (February 13, 2018)",English,5.5 x 1 x 8.2 inches,4.6 out of 5 stars
"Katherine Paperback – October 1, 2013",$10.88 ,Books > Literature & Fiction > Genre Fiction,Anya Seton,608 pages,"Mariner Books; Reprint edition (October 1, 2013)",English,5.3 x 1.5 x 8 inches,4.6 out of 5 stars
"The Horse Dancer: A Novel Paperback – April 11, 2017",$10.46 ,Books > Literature & Fiction > Women's Fiction,Jojo Moyes,496 pages,"Penguin Books; Reprint edition (April 11, 2017)",English,5.4 x 1.1 x 8.4 inches,4.4 out of 5 stars
"My Kind of Forever (The Beaumont Series) (Volume 1) Paperback – August 26, 2015",$12.59 ,Books > Romance > Contemporary,Heidi McLaughlin,352 pages,"Heidi McLaughlin (August 26, 2015)",English,5 x 0.8 x 8 inches,4.7 out of 5 stars
Northanger Abbey (Penguin Classics) Reissue Edition,,Books > Humor & Entertainment > Humor,Jane Austen,288 pages,"Penguin Classics; Reissue edition (April 29, 2003)",English,5.1 x 0.8 x 7.8 inches,4.2 out of 5 stars
"Your Endless Love (The Bennett Family) (Volume 9) Paperback – January 17, 2018",$14.99 ,Books > Romance > Contemporary,Layla Hagen,330 pages,"CreateSpace Independent Publishing Platform (January 17, 2018)",English,5.2 x 0.8 x 8 inches,4.8 out of 5 stars
